"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SUB1",7.11333775254609e-54,0.303787526425534,0.86,0.943,9.93733284030688e-50
"C15orf48",1.62470981166079e-53,-0.313775882145972,0.672,0.792,2.26971960689012e-49
"ANKRD22",4.24273437643571e-53,0.334221708270013,0.392,0.293,5.92709992388069e-49
"TMCO1",6.71930381276925e-53,0.337515200654369,0.72,0.737,9.38686742643864e-49
"LIPH",1.31638158978908e-52,0.403969910888888,0.492,0.393,1.83898508093534e-48
"SAA1",1.71610051482368e-51,0.62889947836491,0.199,0.106,2.39739241920868e-47
"RPS24",5.25590145604844e-51,0.339098292394892,0.985,0.997,7.34249433409967e-47
"KLF2",9.82340038729044e-51,0.327922898654091,0.366,0.252,1.37232903410447e-46
"LAMC2",1.72431606038864e-50,0.670429934968304,0.523,0.445,2.40886953636292e-46
"NDUFA12",2.32637498684322e-49,0.256410504772504,0.76,0.68,3.24994585661998e-45
"ASL",1.32208008166495e-48,0.343062473395742,0.565,0.49,1.84694587408593e-44
"S100A14",1.92557680859886e-48,-0.278289727005614,0.783,0.886,2.69003080161261e-44
"DNAJA1",1.95267436629083e-48,0.297292827239775,0.792,0.818,2.72788608970829e-44
"PFDN2",4.97755920494856e-47,0.368214098841773,0.797,0.847,6.95365020931314e-43
"SNRPE",6.95962705923065e-47,0.306165018480056,0.838,0.908,9.72259900174522e-43
"RPPH1",8.35424674794622e-47,0.841915810357477,0.131,0.06,1.16708827068809e-42
"RPL37",1.65702495367451e-46,0.271859483123145,0.992,0.994,2.31486386028329e-42
"SAT1",2.58458198922841e-46,0.406004616335693,0.952,0.967,3.61066103895209e-42
"CXCL3",3.08835523202384e-46,-0.767746131130005,0.745,0.828,4.3144322591373e-42
"CTSC",3.17213065507961e-46,0.349737745984775,0.511,0.458,4.43146652514622e-42
"CXCL1",6.2900197669329e-46,-0.307046147394229,0.634,0.771,8.78715761440526e-42
"SDCBP2",8.7939631191017e-46,-0.25212321617424,0.34,0.475,1.22851664773851e-41
"MISP",5.13028015975829e-45,-0.27471856959504,0.728,0.839,7.16700138318233e-41
"HIST1H1C",1.07243922881402e-44,0.617057636057359,0.453,0.358,1.49819760265319e-40
"PHLDA1",2.18450624765749e-44,0.446643720163834,0.69,0.641,3.05175522797752e-40
"HOXB6",2.57219768875981e-42,0.251061163830533,0.296,0.194,3.59336017119745e-38
"TAF7",3.23824143152339e-42,0.354810358943418,0.695,0.672,4.52382327983817e-38
"SCNN1A",4.46690142470914e-42,0.38273270259066,0.39,0.3,6.24026129031866e-38
"PCCA",1.75133585193569e-41,0.432311782095372,0.339,0.255,2.44661618515416e-37
"ARID4B",2.25010896781486e-41,0.258776670406216,0.552,0.473,3.14340222803736e-37
"HLA-C",4.88012580683136e-41,0.298722657677659,0.905,0.953,6.81753575214342e-37
"SON",7.95731746922326e-41,0.695270675072035,0.752,0.752,1.11163725045049e-36
"MUC4",8.24980235948949e-41,0.258438543216269,0.224,0.137,1.15249738962068e-36
"ECH1",1.30919281872956e-40,0.260679804954122,0.714,0.694,1.82894236776519e-36
"MTRNR2L12",1.29981457057373e-39,0.360043718616673,0.508,0.425,1.81584095509149e-35
